time,x,y,z,phi,theta,psi,u,v,w,p,q,r,Stern plane (deg) (command),Stern plane (deg) (actual),buoy_x,buoy_y,buoy_z,buoy_phi,buoy_theta,buoy_psi,dock_x,dock_y,dock_z,dock_phi,dock_theta,dock_psi
29.28,116.86704703071584,0.0,22.56114264224995,0.0,0.2127589669266434,0.0,4.11,0.0,-0.21634477066375776,0.0,-0.003688956056230342,0.0,-0.333792836952804,-0.3389439629192015,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.3,116.94648016145823,0.0,22.539557220477032,0.0,0.21268498845606293,0.0,4.11,0.0,-0.21629084962133208,0.0,-0.003698923529023763,0.0,-0.33369011263873366,-0.33884094039987356,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.32,117.02591511729268,0.0,22.517978732997097,0.0,0.2126108192495555,0.0,4.11,0.0,-0.21623673568890656,0.0,-0.003708460325372101,0.0,-0.33358767020671437,-0.33873792384465073,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.34,117.10535190253644,0.0,22.496407198791616,0.0,0.21253646782324212,0.0,4.11,0.0,-0.21618243361394252,0.0,-0.0037175713156683467,0.0,-0.3334855112434005,-0.338634918771892,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.36,117.18479052129841,0.0,22.47484263607472,0.0,0.21246194259515438,0.0,4.11,0.0,-0.2161279481023924,0.0,-0.0037262614043860774,0.0,-0.33338363729153536,-0.3385319306213222,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.38,117.26423097748173,0.0,22.453285062301745,0.0,0.21238725188463775,0.0,4.11,0.0,-0.21607328381842855,0.0,-0.0037345355258313457,0.0,-0.3332820498504645,-0.33842896475472645,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.400000000000002,117.34367327478634,0.0,22.43173449417783,0.0,0.2123124039118364,0.0,4.11,0.0,-0.21601844538420284,0.0,-0.0037423986400684176,0.0,-0.33318075037664896,-0.3383260264566412,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.42,117.42311741671153,0.0,22.410190947666567,0.0,0.2122374067972561,0.0,4.11,0.0,-0.2159634373796353,0.0,-0.0037498557290146675,0.0,-0.33307974028417964,-0.33822312093504137,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.44,117.50256340655852,0.0,22.388654437998657,0.0,0.2121622685614021,0.0,4.11,0.0,-0.21590826434223118,0.0,-0.0037569117927000674,0.0,-0.3329790209452904,-0.3381202533220241,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.46,117.58201124743303,0.0,22.367124979680646,0.0,0.21208699712448836,0.0,4.11,0.0,-0.21585293076692458,0.0,-0.003763571845686534,0.0,-0.3328785936908723,-0.3380174286744894,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.48,117.66146094224786,0.0,22.345602586503656,0.0,0.21201160030621552,0.0,4.11,0.0,-0.21579744110594798,0.0,-0.003769840913642732,0.0,-0.332778459810986,-0.33791465197481707,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.5,117.7409124937255,0.0,22.32408727155214,0.0,0.21193608582561413,0.0,4.11,0.0,-0.21574179976872618,0.0,-0.003775724030069699,0.0,-0.3326786205553748,-0.33781192813154043,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.52,117.82036590440069,0.0,22.30257904721267,0.0,0.21186046130095068,0.0,4.11,0.0,-0.21568601112179367,0.0,-0.0037812262331728907,0.0,-0.3325790771339753,-0.3377092619800171,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.54,117.89982117662302,0.0,22.281077925182704,0.0,0.21178473424969316,0.0,4.11,0.0,-0.21563007948873436,0.0,-0.0037863525628762215,0.0,-0.33247983071742776,-0.3376066582830963,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.560000000000002,117.97927831255952,0.0,22.259583916479382,0.0,0.21170891208853368,0.0,4.11,0.0,-0.21557400915014252,0.0,-0.0037911080579738116,0.0,-0.3323808824375849,-0.3375041217317829,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.580000000000002,118.0587373141972,0.0,22.23809703144832,0.0,0.21163300213346536,0.0,4.11,0.0,-0.21551780434360415,0.0,-0.003795497753415095,0.0,-0.33228223338801893,-0.33740165694589896,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.6,118.13819818334571,0.0,22.216617279772382,0.0,0.21155701159991097,0.0,4.11,0.0,-0.21546146926369764,0.0,-0.0037995266777191405,0.0,-0.3321838846245269,-0.33729926847474134,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.62,118.2176609216398,0.0,22.19514467048046,0.0,0.2114809476029007,0.0,4.11,0.0,-0.21540500806201276,0.0,-0.0038031998505140504,0.0,-0.3320858371656338,-0.33719696079773703,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.64,118.29712553054199,0.0,22.173679211956223,0.0,0.21140481715729675,0.0,4.11,0.0,-0.21534842484718733,0.0,-0.003806522280197307,0.0,-0.331988091993094,-0.33709473832509496,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.66,118.37659201134505,0.0,22.152220911946873,0.0,0.2113286271780625,0.0,4.11,0.0,-0.21529172368496027,0.0,-0.0038094989617131862,0.0,-0.33189065005239027,-0.33699260539845494,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.68,118.4560603651746,0.0,22.13076977757185,0.0,0.21125238448057362,0.0,4.11,0.0,-0.2152349085982407,0.0,-0.0038121348744432583,0.0,-0.33179351225322984,-0.33689056629153363,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.7,118.53553059299156,0.0,22.109325815331527,0.0,0.2111760957809695,0.0,4.11,0.0,-0.21517798356719198,0.0,-0.003814434980206146,0.0,-0.3316966794700386,-0.3367886252107676,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.72,118.6150026955948,0.0,22.087889031115886,0.0,0.21109976769654223,0.0,4.11,0.0,-0.21512095252932983,0.0,-0.0038164042213628406,0.0,-0.33160015254245234,-0.336686786295953,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.740000000000002,118.69447667362353,0.0,22.066459430213133,0.0,0.21102340674616177,0.0,4.11,0.0,-0.21506381937963426,0.0,-0.003818047519023833,0.0,-0.3315039322758046,-0.336585053620883,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.76,118.77395252755987,0.0,22.04503701731831,0.0,0.21094701935073468,0.0,4.11,0.0,-0.21500658797067385,0.0,-0.0038193697713545267,0.0,-0.3314080194416126,-0.3364834311939814,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.78,118.85343025773133,0.0,22.023621796541846,0.0,0.21087061183369518,0.0,4.11,0.0,-0.2149492621127425,0.0,-0.0038203758519753917,0.0,-0.33131241477805906,-0.336381922958934,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.8,118.93290986431326,0.0,22.002213771418074,0.0,0.2107941904215261,0.0,4.11,0.0,-0.21489184557400742,0.0,-0.0038210706084534545,0.0,-0.33121711899047157,-0.3362805327953165,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.82,119.01239134733129,0.0,21.980812944913712,0.0,0.21071776124430847,0.0,4.11,0.0,-0.21483434208066787,0.0,-0.003821458860881772,0.0,-0.3311221327517988,-0.3361792645192196,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.84,119.0918747066638,0.0,21.959419319436282,0.0,0.2106413303362976,0.0,4.11,0.0,-0.21477675531712423,0.0,-0.003821545400543613,0.0,-0.3310274567030821,-0.33607812188387115,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.86,119.17135994204435,0.0,21.9380328968425,0.0,0.21056490363652441,0.0,4.11,0.0,-0.2147190889261565,0.0,-0.003821334988658186,0.0,-0.33093309145392535,-0.33597710858025537,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.88,119.25084705306402,0.0,21.916653678446597,0.0,0.21048848698942033,0.0,4.11,0.0,-0.21466134650911195,0.0,-0.0038208323552048314,0.0,-0.3308390375829601,-0.3358762282377288,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.900000000000002,119.33033603917389,0.0,21.895281665028598,0.0,0.21041208614546386,0.0,4.11,0.0,-0.2146035316261013,0.0,-0.0038200421978226142,0.0,-0.3307452956383077,-0.3357754844246334,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.92,119.40982689968733,0.0,21.873916856842552,0.0,0.2103357067618482,0.0,4.11,0.0,-0.21454564779620267,0.0,-0.0038189691807824066,0.0,-0.33065186613803765,-0.3356748806489069,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.94,119.48931963378242,0.0,21.852559253624683,0.0,0.21025935440316765,0.0,4.11,0.0,-0.21448769849767324,0.0,-0.0038176179340286393,0.0,-0.33055874957062165,-0.3355744203586895,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.96,119.56881424050418,0.0,21.831208854601517,0.0,0.2101830345421219,0.0,4.11,0.0,-0.21442968716816782,0.0,-0.0038159930522879163,0.0,-0.3304659463953853,-0.3354741069429282,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
29.98,119.64831071876698,0.0,21.809865658497916,0.0,0.21010675256023706,0.0,4.11,0.0,-0.21437161720496395,0.0,-0.0038140990942417386,0.0,-0.33037345704295434,-0.3353739437319773,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.0,119.72780906735679,0.0,21.788529663545074,0.0,0.21003051374860185,0.0,4.11,0.0,-0.21431349196519314,0.0,-0.0038119405817608676,0.0,-0.33028128191569806,-0.3352739339981969,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.02,119.80730928493345,0.0,21.767200867488437,0.0,0.20995432330861788,0.0,4.11,0.0,-0.21425531476607793,0.0,-0.003809521999198626,0.0,-0.3301894213881682,-0.3351740809565469,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.04,119.88681137003293,0.0,21.745879267595576,0.0,0.20987818635276306,0.0,4.11,0.0,-0.21419708888517403,0.0,-0.0038068477927407974,0.0,-0.3300978758075348,-0.3350743877651793,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.060000000000002,119.96631532106952,0.0,21.724564860663975,0.0,0.20980210790536688,0.0,4.11,0.0,-0.21413881756061756,0.0,-0.0038039223698096295,0.0,-0.3300066454940168,-0.3349748575260264,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.080000000000002,120.04582113633809,0.0,21.703257643028767,0.0,0.2097260929033965,0.0,4.11,0.0,-0.21408050399137687,0.0,-0.003800750098519722,0.0,-0.32991573074130975,-0.33487549328538624,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.1,120.12532881401627,0.0,21.6819576105704,0.0,0.20965014619725283,0.0,4.11,0.0,-0.21402215133750843,0.0,-0.0037973353071835006,0.0,-0.32982513181700857,-0.3347762980345047,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.12,120.20483835216658,0.0,21.660664758722238,0.0,0.20957427255157554,0.0,4.11,0.0,-0.2139637627204167,0.0,-0.0037936822838641145,0.0,-0.3297348489630271,-0.3346772747101548,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.14,120.28434974873858,0.0,21.639379082478083,0.0,0.20949847664605606,0.0,4.11,0.0,-0.21390534122311763,0.0,-0.00378979527597363,0.0,-0.32964488239601275,-0.3345784261952122,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.16,120.36386300157102,0.0,21.618100576399648,0.0,0.20942276307625776,0.0,4.11,0.0,-0.21384688989050527,0.0,-0.003785678489914561,0.0,-0.3295552323077578,-0.33447975531922824,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.18,120.44337810839392,0.0,21.596829234623943,0.0,0.20934713635444252,0.0,4.11,0.0,-0.2137884117296215,0.0,-0.0037813360907627044,0.0,-0.3294658988656061,-0.33438126485899883,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.2,120.52289506683063,0.0,21.575565050870598,0.0,0.20927160091040273,0.0,4.11,0.0,-0.21372990970992845,0.0,-0.003776772201989401,0.0,-0.3293768822128558,-0.33428295753913095,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.22,120.60241387439991,0.0,21.55430801844911,0.0,0.2091961610922983,0.0,4.11,0.0,-0.21367138676358324,0.0,-0.003771990905221345,0.0,-0.32928818246915775,-0.33418483603260546,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.240000000000002,120.68193452851796,0.0,21.533058130266028,0.0,0.20912082116749758,0.0,4.11,0.0,-0.21361284578571518,0.0,-0.0037669962400363063,0.0,-0.32919979973090996,-0.33408690296133653,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.26,120.76145702650037,0.0,21.51181537883206,0.0,0.20904558532342174,0.0,4.11,0.0,-0.21355428963470457,0.0,-0.0037617922037928566,0.0,-0.32911173407164795,-0.333989160896728,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.28,120.8409813655642,0.0,21.490579756269117,0.0,0.2089704576683919,0.0,4.11,0.0,-0.21349572113246362,0.0,-0.00375638275149264,0.0,-0.3290239855424314,-0.33389161236022635,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.3,120.92050754282991,0.0,21.469351254317264,0.0,0.20889544223247844,0.0,4.11,0.0,-0.21343714306471862,0.0,-0.0037507717956734433,0.0,-0.3289365541722251,-0.33379425982387045,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.32,121.00003555532324,0.0,21.44812986434162,0.0,0.2088205429683518,0.0,4.11,0.0,-0.21337855818129356,0.0,-0.003744963206331635,0.0,-0.3288494399682776,-0.33369710571083755,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.34,121.07956539997718,0.0,21.426915577339187,0.0,0.20874576375213436,0.0,4.11,0.0,-0.21331996919639482,0.0,-0.0037389608108724793,0.0,-0.32876264291649465,-0.33360015239598634,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.36,121.1590970736339,0.0,21.405708383945587,0.0,0.20867110838425262,0.0,4.11,0.0,-0.21326137878889687,0.0,-0.003732768394086811,0.0,-0.32867616298180924,-0.3335034022063965,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.38,121.23863057304655,0.0,21.38450827444174,0.0,0.20859658059028957,0.0,4.11,0.0,-0.21320278960262873,0.0,-0.0037263896981528754,0.0,-0.32859000010854633,-0.3334068574219048,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.400000000000002,121.31816589488115,0.0,21.363315238760467,0.0,0.20852218402183634,0.0,4.11,0.0,-0.213144204246661,0.0,-0.00371982842266183,0.0,-0.3285041542207849,-0.3333105202756376,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.42,121.39770303571841,0.0,21.34212926649303,0.0,0.20844792225734302,0.0,4.11,0.0,-0.21308562529559336,0.0,-0.0037130882246657845,0.0,-0.32841862522271487,-0.3332143929545406,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.44,121.47724199205553,0.0,21.32095034689557,0.0,0.20837379880296808,0.0,4.11,0.0,-0.2130270552898424,0.0,-0.003706172718747073,0.0,-0.3283334129989908,-0.3331184775999041,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.46,121.55678276030798,0.0,21.299778468895525,0.0,0.20829981709342593,0.0,4.11,0.0,-0.21296849673592966,0.0,-0.0036990854771076203,0.0,-0.32824851741508065,-0.33302277630788585,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.48,121.6363253368113,0.0,21.2786136210979,0.0,0.2082259804928324,0.0,4.11,0.0,-0.21290995210676958,0.0,-0.003691830029677295,0.0,-0.3281639383176107,-0.3329272911300297,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.5,121.71586971782276,0.0,21.257455791791553,0.0,0.20815229229554758,0.0,4.11,0.0,-0.2128514238419575,0.0,-0.0036844098642401226,0.0,-0.32807967553470746,-0.3328320240737813,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.52,121.79541589952314,0.0,21.23630496895533,0.0,0.20807875572701603,0.0,4.11,0.0,-0.21279291434805733,0.0,-0.0036768284265773646,0.0,-0.32799572887633377,-0.3327369771029998,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.54,121.87496387801839,0.0,21.21516114026419,0.0,0.2080053739446035,0.0,4.11,0.0,-0.21273442599888912,0.0,-0.0036690891206264797,0.0,-0.3279120981346229,-0.3326421521384665,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.560000000000002,121.95451364934134,0.0,21.19402429309521,0.0,0.2079321500384304,0.0,4.11,0.0,-0.2126759611358159,0.0,-0.003661195308654961,0.0,-0.32782878308420704,-0.3325475510583896,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.580000000000002,122.03406520945329,0.0,21.172894414533555,0.0,0.20785908703220143,0.0,4.11,0.0,-0.2126175220680303,0.0,-0.003653150311448168,0.0,-0.32774578348254246,-0.332453175698906,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.6,122.11361855424569,0.0,21.151771491378355,0.0,0.20778618788403122,0.0,4.11,0.0,-0.21255911107284037,0.0,-0.0036449574085103136,0.0,-0.32766309907023106,-0.3323590278545787,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.62,122.19317367954173,0.0,21.13065551014853,0.0,0.20771345548726566,0.0,4.11,0.0,-0.2125007303959548,0.0,-0.003636619838277701,0.0,-0.32758072957133844,-0.33226510927889175,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.64,122.27273058109792,0.0,21.109546457088516,0.0,0.2076408926712988,0.0,4.11,0.0,-0.2124423822517673,0.0,-0.0036281407983434367,0.0,-0.3274986746937058,-0.3321714216847407,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.66,122.35228925460562,0.0,21.08844431817396,0.0,0.20756850220238493,0.0,4.11,0.0,-0.2123840688236402,0.0,-0.0036195234456929096,0.0,-0.3274169341292609,-0.33207796674491996,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.68,122.43184969569268,0.0,21.067349079117307,0.0,0.20749628678444595,0.0,4.11,0.0,-0.2123257922641871,0.0,-0.0036107708969491826,0.0,-0.3273355075543235,-0.33198474609260675,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.7,122.51141189992484,0.0,21.04626072537335,0.0,0.2074242490598734,0.0,4.11,0.0,-0.2122675546955545,0.0,-0.003601886228627738,0.0,-0.32725439462990763,-0.33189176132184106,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.72,122.59097586280731,0.0,21.025179242144695,0.0,0.2073523916103254,0.0,4.11,0.0,-0.21220935820970235,0.0,-0.003592872477399779,0.0,-0.3271735950020197,-0.3317990139880024,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.740000000000002,122.67054157978625,0.0,21.004104614387145,0.0,0.20728071695751812,0.0,4.11,0.0,-0.2121512048686836,0.0,-0.003583732640363559,0.0,-0.3270931083019528,-0.33170650560828274,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.76,122.75010904625016,0.0,20.98303682681506,0.0,0.20720922756401167,0.0,4.11,0.0,-0.21209309670492255,0.0,-0.003574469675323053,0.0,-0.32701293414657856,-0.33161423766215614,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.78,122.8296782575314,0.0,20.96197586390659,0.0,0.2071379258339902,0.0,4.11,0.0,-0.2120350357214918,0.0,-0.003565086501073396,0.0,-0.32693307213863304,-0.3315222115918446,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.8,122.90924920890754,0.0,20.940921709908903,0.0,0.20706681411403635,0.0,4.11,0.0,-0.2119770238923882,0.0,-0.003555585997692596,0.0,-0.3268535218670011,-0.33143042880278034,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.82,122.98882189560283,0.0,20.919874348843287,0.0,0.20699589469389956,0.0,4.11,0.0,-0.21191906316280745,0.0,-0.0035459710068389324,0.0,-0.3267742829069962,-0.33133889066406474,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.84,123.0683963127895,0.0,20.898833764510236,0.0,0.2069251698072585,0.0,4.11,0.0,-0.21186115544941708,0.0,-0.0035362443320535657,0.0,-0.32669535482063633,-0.3312475985089234,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.86,123.1479724555892,0.0,20.877799940494448,0.0,0.20685464163247713,0.0,4.11,0.0,-0.21180330264062838,0.0,-0.0035264087390678763,0.0,-0.3266167371569174,-0.3311565536351576,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.88,123.22755031907424,0.0,20.856772860169748,0.0,0.20678431229335484,0.0,4.11,0.0,-0.21174550659686675,0.0,-0.003516466956115041,0.0,-0.3265384294520819,-0.3310657573055928,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.900000000000002,123.30712989826901,0.0,20.835752506703972,0.0,0.20671418385986992,0.0,4.11,0.0,-0.21168776915084062,0.0,-0.0035064216742455266,0.0,-0.3264604312298848,-0.3309752107485226,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.92,123.38671118815122,0.0,20.81473886306377,0.0,0.206644258348917,0.0,4.11,0.0,-0.21163009210780884,0.0,-0.0034962755476459356,0.0,-0.3263827420018561,-0.33088491515814983,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.94,123.4662941836532,0.0,20.793731912019346,0.0,0.20657453772503778,0.0,4.11,0.0,-0.21157247724584666,0.0,-0.0034860311939609264,0.0,-0.32630536126755927,-0.330794871695024,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.96,123.54587887966316,0.0,20.772731636149143,0.0,0.20650502390114542,0.0,4.11,0.0,-0.2115149263161101,0.0,-0.0034756911946178313,0.0,-0.32622828851484653,-0.3307050814864747,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
30.98,123.62546527102643,0.0,20.751738017844463,0.0,0.20643571873924235,0.0,4.11,0.0,-0.21145744104309877,0.0,-0.003465258095153535,0.0,-0.32615152322011176,-0.33061554562704215,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.0,123.70505335254667,0.0,20.730751039314022,0.0,0.2063666240511315,0.0,4.11,0.0,-0.21140002312491718,0.0,-0.0034547344055434184,0.0,-0.3260750648485378,-0.33052626517890354,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.02,123.78464311898713,0.0,20.709770682588445,0.0,0.20629774159912084,0.0,4.11,0.0,-0.2113426742335344,0.0,-0.003444122600531916,0.0,-0.32599891285434307,-0.3304372411722962,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.04,123.86423456507181,0.0,20.68879692952471,0.0,0.20622907309672156,0.0,4.11,0.0,-0.211285396015042,0.0,-0.0034334251199644988,0.0,-0.3259230666810232,-0.33034847460593714,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.060000000000002,123.94382768548658,0.0,20.66782976181051,0.0,0.20616062020933915,0.0,4.11,0.0,-0.21122819008991073,0.0,-0.0034226443691207143,0.0,-0.32584752576158954,-0.3302599664474389,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.080000000000002,124.02342247488042,0.0,20.64686916096858,0.0,0.20609238455495818,0.0,4.11,0.0,-0.211171058053245,0.0,-0.003411782719048094,0.0,-0.3257722895188053,-0.3301717176337219,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.1,124.1030189278665,0.0,20.625915108360953,0.0,0.20602436770482024,0.0,4.11,0.0,-0.21111400147503623,0.0,-0.003400842506896654,0.0,-0.3256973573654174,-0.3300837290714235,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.12,124.18261703902331,0.0,20.60496758519315,0.0,0.20595657118409516,0.0,4.11,0.0,-0.2110570219004143,0.0,-0.003389826036253682,0.0,-0.32562272870438624,-0.3299960016373034,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
31.14,124.26221680289578,0.0,20.58402657251834,0.0,0.20588899647254558,0.0,4.11,0.0,-0.21100012084989733,0.0,-0.003378735577478739,0.0,-0.32554840292911186,-0.3299085361786451,411.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,10.0,0.0,0.0,0.0
